Story,Section
"They , left them temporally maybe they had a, broken hip or something or,",1
Uh-huh.,1
That is right.,1
"Uh-huh,",1
uh-huh.,1
"I think it is a wonderful interim place,",1
Uh-huh.,1
"it is a place that you do not have to struggle with hospital, problems",1
"Uh-huh,",1
uh-huh.,1
"and yet it is not, you know,",1
"you have,",1
And it can become home to them.,1
"Uh-huh,",1
uh-huh.,1
"It, It depends upon the individual.",1
It certainly is.,1
"It certainly does,",1
"but, you see, we have had excellent experience with that.",1
"And, uh, I, I did not put my husband in a nursing home when he became ill,",1
"but, I would not object to going to one.",1
"Uh-huh,",1
uh-huh.,1
"I might, I might like to be, uh, coherent enough to make my own choice.",1
Uh-huh.,1
"Uh-huh,",1
uh-huh.,1
"Uh, I would not particularly think I would want my kids to say, ""well, I think this is what I need for Mom"", and, then dump me there.",1
This is,0
"and,",0
"But, I would  like,",0
There has to be  consideration taken on everything.,0
That is right.,0
"Uh-huh,",0
uh-huh.,0
"And I think you would shop for a nursing home, just like you would shop for a church, or a doctor or anything else.",1
Yeah.,1
"That is right,",1
"you would look into it thoroughly and, do, do the best job you could in choosing one.",1
"Uh-huh,",1
sure.,1
Uh-huh.,1
"When you get to the point where you are in trouble, and you have got to have that help, you are in no position to make those choices.",1
Uh-huh.,1
No,1
"and you do not have the time to look,",1
"that is what, I am saying,",1
That is right.,1
Uh-huh.,1
most people will not even look at that until it becomes a necessity.,1
Absolutely.,1
"I think that one of the best ways to do that is for families to realize they are going to be needing those facilities one day, and to actually get involved and participate on a community level with community service.",1
Uh-huh.,1
"Go out to the nursing home, help guide some craft programs, perhaps, work on some music programs,  whatever their talents are.  And work with, those senior citizens.",1
"Whatever their talents,  yeah.",1
Uh-huh.,1
"Yeah,",1
"I have a cousin who is, uh,",2
"she had a son that was epileptic from birth,",2
"and he did fine, at home,",2
Uh-huh.,2
"they lived on a farm,",2
Uh-huh.,2
"but she made arrangements, so that when she was gone, she did not want her, her children, her other children burdened with his care.",2
Uh-huh.,2
Uh-huh.,2
That is right.,2
"So he, they, she has made arrangements that when she, she was gone, that he would go into the nursing home.",2
Uh-huh.,2
"And he has, I would say, he adjusted very well",2
"and, uh, he, he, he has been there quite a long time.",2
Uh-huh.,2
"And, uh, he don't know me usually",2
Yeah.,2
"So, he goes wheeling down, uh, the hall to bingo.",2
"Somebody else, is helping him out, you know,",2
That is right.,2
"Uh. Well, one of the things, I think that is most desirable for the elderly and that is routine.",2
"and, uh, he has adjusted very well.",2
"Uh-huh,",2
oh yes.,2
Yes.,2
"Routine and, uh, constancy.",2
Uh-huh.,2
"Uh-huh,",2
uh-huh,2
"Uh, the only real problem with that in a nursing home is that the staff turns over.",2
"I do not think they pay, the nursing home staff sufficiently, to, to get the dedication that they have in some other profession,",2
uh-huh.,2
"To keep them there, uh-huh.",2
True.,2
"and that is sad, because, I think the health profession is one of the most critical,",2
Yes.,2
"But , for some reason people resist, uh, the fact that they should be paid as well as businesses and that type of thing, you know.",2
"And, uh,",2
That is right.,2
It seems to be a resistance.,2
"Care for the elderly and care for the children, I cannot imagine a more costly and a more, a more, uh, better area to invest, your money.",2
Uh-huh.,2
Uh-huh.,2
"Right,",2
right.,2
But there seems to be a resistance.,2
You are  preserving your heritage and your future there.,2
"Yeah,",2
yeah.,2
"So, uh,",2
"And, as a matter of fact, I do not see why they do not have children's programs in nursing homes.",2
"Well, around here, we have some, you know, the churches, take your, the children",2
Uh-huh.,2
"and, I know our kids thoroughly,",2
Uh-huh.,2
"the children thoroughly enjoy,",2
Okay.,0
Guess we can go ahead.,0
"Uh, well, I guess you know it's, you know,",0
"since living in Dallas it's always so hot, so in the summertime, I just, I wear lots of shorts, so because I don't work during the day.",0
Uh-huh.,0
"So, do you work?",0
"Yes,",0
"uh-huh,",0
"yeah,",0
I do work.,0
Oh.,0
"Uh, and,",0
"but I work at a manufacturing plant,",0
"so I wear a lot of blue jeans,  and  T-shirts.",0
Uh-huh.,0
Uh-huh.,0
"But occasionally I have to get dressed up and wear panty hose and a dress,  and  high heel shoes",0
Uh-huh.,0
and I feel really uncomfortable doing that,0
"and,  in  the plant so, uh, it's, it's a problem for me.",0
Yeah.,0
Uh-huh.,0
"But, normally I just wear blue jeans and a T-shirt.",0
Uh-huh.,0
"Very, very, comfortable.",0
I like that so much better than having to wear dress clothes.,0
"Yeah,",0
"yeah,",0
"and buying suits and stuff, yeah, because just being at home",0
"and, I work at home,",0
"so,  I  just have, you know, I just wear my, you know, my shorts and stuff like that.",0
Uh-huh.,0
"I don't go out and spend lots of money on, uh, different, you know, suits and stuff, you know.",0
"Uh-huh,",0
uh-huh.,0
"But when I,",0
"before I got married, you know, I was working",0
"so I, uh, you know, I had more suits and stuff then",0
"but,",0
Right,0
Worry about all that kind of stuff,0
"Well, I have plenty of suits and dress clothes because I'm like you, when I first started working,  uh,  I have all these suits and blouses and skirts and mix and match, and that kind of stuff",0
Uh-huh.,0
Uh-huh.,0
"but  now that I, you know, work in the manufacturing plant, then it's just, it's so much more difficult for me to, to actually get dressed up to come in to work like that.",0
Right.,0
"Uh, but occasionally I have to because, uh, part of my job is teaching,  and  training,",0
Uh-huh.,0
"and, uh, so you have to look just a little bit nicer than your normal,  garb",0
"When you're training, right.",0
Yeah.,0
Than your normal garb,0
"But I'm like you, too, uh, I moved from Ohio down to here",1
"Uh-huh,",1
"moved from,  Winter.",1
"and I had mostly polyesters and,  wools  and winter clothes and buying all these cotton clothes,",1
Uh-huh.,1
"and then, of course, you have to iron them all the time.",1
Uh-huh.,1
"That's really,",1
that's been a problem for me.,1
"Yeah,",1
because I came from Wyoming,1
and I had wool suits and wool skirts,1
"and, You know, I've got all these clothes that I never wear,  because  you can't wear them here.",1
Right.,1
Right.,1
"And, uh, the seasons are just so much different.",1
You have so much summer.,1
Uh-huh.,1
"And, uh, so then when I, you know, I finally get a chance to go out with my husband it's like a real chore to find something nice to wear",1
"That's true, that's true.",1
Yeah,1
"Well, I know, I was just now, uh, uh, putting away a lot of my winter clothes,",1
Uh-huh.,1
and  I was going through here,1
"and I was thinking, I haven't worn this in three years.",1
Yeah.,1
"And, because it's a wool skirt",1
and there's just not that many opportunities to wear it.,1
Yeah.,1
"And I have five or six wool skirts,",1
Uh-huh.,1
"so  I was thinking well, maybe, you know, I need to think about getting rid of them,",1
"but no, I folded it up neatly and put it away  maybe next year",1
Yeah.,1
"You hate to  get rid of it, because you know how much you spent on them.",1
"Uh-huh,",1
uh-huh.,1
"And it's real hard to get rid of some of that stuff, I know.",1
"So,",1
"Well, I know last year, uh, well, this past winter, it wasn't that cold.",1
Uh-huh.,1
"But the previous winter we had more, uh, cold weather where I was able to actually wear,  your  double and triple layerings of, uh, clothes yeah, like you would when you're up north.",0
Uh-huh.,0
"Clothes,",0
yeah.,0
So  that's  really interesting.,0
Uh-huh.,0
"Yeah,",0
"yeah,",0
"and I, I just don't spend, you know,",0
"right now my clothes come from Target, you know",0
"Yes,",0
"yes,",0
"yes,",0
and they're all one hundred percent cotton,0
and,0
"Yes,",0
"and they,",0
you take them out of the drier,0
and they're wadded up in a ball.,0
"Yes,",0
"yes,",0
I know.,0
Oh,0
"I'm so glad to meet somebody that, that their iron board is their permanent fixture in their house.",0
"It is, it is.",0
"You know, I have very little furniture,",0
but  my ironing board is part of my decor,0
"so,",0
"That's true,",0
"and, and I've been looking at these, uh, uh, like in Home Depot where you can go and they've got, that ironing boards that will just flip right down off of the uh, uh, what, the, the, the door.",1
Uh-huh.,1
"And, uh,",1
"and then you can actually have one where you can put it inside of a wall, you know, to have it,  permanently  attached,",1
Uh-huh.,1
and that's what I'm thinking I'm going to have to do because mine's sitting right out in front of my bedroom,1
"and it's just, it's just an eyesore, I think,  with  all the,",1
"Yeah,",1
"well, yeah",1
"it is, it is,",1
"but it's like, uh, I just don't want to do it",1
"Uh-uh,",1
uh-uh.,1
Yeah.,1
No.,1
"I've been thinking about putting the ironing board in the closet,  and,  and running, you know, a line in there for my iron so I could do it in there",1
Uh-huh.,1
and I wouldn't have to have that eyesore,1
Yeah,1
that's an idea.,1
Yeah.,1
Yeah.,1
"So, I have a big closet.",1
"Yeah,",1
"I, you know,",1
"if I have,",1
"if I know I'm having somebody come over to the house and there's a possibility they might be going back into my room,  I  will put it away,",1
Uh-huh.,1
Yeah,1
"but I  iron our clothes as we go along,",1
Uh-huh.,1
"so,  you know,",1
"I no longer do that weekly thing,  because I  have so many,",1
"Right,",1
no.,1
"and I'm like you,  I,  the night before or that day, I will iron whatever it is that we need",1
Uh-huh.,1
and that's it.,1
Uh-huh.,1
"Because it's too many,",1
hundred percent cotton.,1
Uh-huh.,1
You can't iron it all,1
"and,",1
Uh-huh.,1
Yeah.,1
"And then with my kids, they're always getting into, you know,",2
"they can't decide what they want to wear so they,  change  their minds, you know, I know, I mean my oldest is only four,",2
Uh-huh.,2
"but she's still changes her mind two or three times,  before  she figures out what she's going to wear",2
Right.,2
"so,",2
Right.,2
"Oh, I know, I know.",2
And then they never put anything back.,2
"No,",2
no,2
of course not.,2
"No,",2
"that, uh, that would be too simple.",2
Uh-huh.,2
"Yeah,",2
Absolutely not,2
That's right.,2
Our lot in life is to make her life miserable,2
"so,",2
"Uh-huh,",2
"absolutely, absolutely.",2
Uh.,2
Oh.,2
"Yeah,",2
"well that's,",0
"it's been good talking to you, to see somebody, hear somebody that does the same thing I do because I tell people what I do",0
"and they just go, oh, how do you do that?",0
"It's like, it's easy, you just do it, you know.",0
That's right,0
Uh-huh.,0
"So, uh,",0
"but, yeah,",0
"I, uh, I know several of my girlfriends, though, we, uh, we all keep our ironing boards out and just, uh, an ever present thing in our household",1
"so,",1
"Yeah,",1
yeah.,1
"I don't think I'd know what to do if it wasn't there, you know.",1
My husband wouldn't know where to hang his dirty clothes.,1
There you go.,1
You know.,1
"Things that need to be mended,  things  that have to get ironed,",1
Yeah.,1
He wouldn't know where to put things,1
"so,",1
"Uh-huh,",1
"uh-huh,",1
uh-huh.,1
That's true.,1
Yeah,0
"so,",0
"Oh, well, it was nice talking with you.",0
"Oh, it was nice talking with you, too.",0
"Okay,",0
take care.,0
Take care.,0
Bye-bye.,0
"Uh-huh,",0
bye-bye.,0
Tell me what you like to do.,0
"Well, I, I collect antique tools, uh, for one thing, I well, I'm sort of in an antique business,",0
"but it's a little sideline, part time thing.",0
Oh.,0
"Uh-huh,",0
wonderful.,0
"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.",1
Oh.,1
Wonderful.,1
"Yeah,",1
it's really neat.,1
"And, uh, uh, course I've been working on it for five years,",1
"but, you know,",1
"Oh, but how wonderful.",1
Are you close to getting it done?,1
"Yeah,",1
"yeah,",1
it's getting real close to,1
Oh.,1
"you know, of course there's still a lot of work to be done,",1
"and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside,",1
"but, uh,",1
Are you going to move your whole family over there then?,1
"No,",1
"actually, uh, I'm not even sure,",1
"I may,",0
I'll probably always have a place here in Richardson or Dallas,2
"Uh-huh,",2
kind of your getaway place.,2
"Yeah,",2
escape.,2
"But it's beautiful,",2
"it's, you know, it's Eastern Hardwood, uh, forest,",2
"there are a lot of pine trees,",2
but it's mostly oaks,2
and .,2
"Oh, how beautiful,",2
and it's pretty flat there?,2
"Well, it's kind of, hilly,",2
"but, it's, you know, low hills,",2
"it's not, uh,",2
"See, I've only been to Texas once.",2
"I have two sisters in Texas now, um, one in Austin, one in Dallas,",2
and the one in Dallas is the one that got me to doing this,2
Yeah.,2
"and, uh, I thought Austin was beautiful",2
"You,",2
"I liked the hills and the trees,",2
"Yeah,",0
in,0
"Yeah,",0
"it's really different because that's kind of the, you know, that's the chalk hills down there,  limestone hills,",0
"Oh, and you've always,  lived in Texas, have you?",2
"Yeah,",2
except for time in service.,2
Uh-huh.,2
"Born and raised Texan, huh.",2
"Yeah. At, at which one?",2
"Well, I had never been there,",0
that's pretty neat.,0
My sisters both seem to like it pretty well.,1
"My brother-in-law works for the University, um, in Dallas.",1
He's admissions director.,1
Uh. University of Texas in Dallas.,1
"Oh, okay",1
Yeah.,1
it's just north of me here.,1
"Yeah,",1
"well that's, he's got a job there",1
"and this is his first year,",1
"so, it's been a real interesting thing for them",1
That's great.,1
But they seem to like it okay.,1
"I think they're too far away from me,",1
"but maybe some day they can get closer,",1
"Well, yeah,",0
we'll see.,0
Pretty good trip.,0
"So what do you, what kind of hobbies are you in?",0
"Well, I'm mother of four,",0
"so basically I'm just, real busy with my kids right now in sports,",0
"and we have a little Halloween talent show tonight,",0
"and, I substitute at the schools part-time.",0
"Oh, that's great.",0
"Well, I am a travel agent at heart,",0
"and my hobby is just,",0
"I love traveling and, and being involved of that and finding out more, uh,",0
"but, it's real hard to work in the summers and holidays and weekends when you have four children and a husband,",0
"so I reluctantly gave that career up and am just substituting at the school,",0
"No, kidding.",0
"so I've been librarian all this week, which has been real interesting,",0
and I'm enjoying it.,0
I'm around my kids,0
That's pretty easy substituting isn't it?,0
"yeah,",0
"it's great,",0
"it's great,",0
"and what else do I do,",0
I do lots of cross stitching when I have time,0
Ooh.,0
"and I enter things in our little state fair,",0
and that's pretty fun.,0
That's great.,0
"Well, but, actually my hobbies is mostly is my sports. Tennis,",0
I play tennis.,0
"Ooh, I love tennis too",0
"Ooh,",0
do you?,0
"and I ski, ski,",0
do you ski?,0
"Yes,",0
we snow ski.,0
"We snow ski at Mount Bachelor mostly in Oregon,",0
"Uh, that's great.",0
have you ever been there?,0
"No, uh,",0
Wonderful place.,0
I've skied in Colorado,0
"and we usually go to New Mexico because it's a little cheaper, you know.",0
Ooh.,0
Uh-huh.,0
Where in Colorado?,0
"I've been to Telluride which is on the west side and, uh, Copper,",0
"Yes,",0
yes.,0
Copper is kind of my favorite up there. Breckenridge and Keystone.,0
Really.,0
Uh-huh.,0
I guess those are the only places I've skied up there.,0
"I would love,",0
I can hardly wait to get up there.,0
"Me, too.",0
"You guys, are you guys getting snow?",1
"We,",1
it is snowing right now.,1
We're to get one to three inches tonight.,1
"Oh, gee,",1
I heard Aspen got three feet.,1
"Oh, yeah,",1
"well we're, we are on the dry side of the mountains.",1
"Seattle is only about two and a half hours,",1
so of course I'm a real Seahawks fan,1
Yeah.,1
"and, um, going over that pass is just a real nightmare.",1
"I can imagine, my lord.",1
"And, um, so, and we're on the colder side,",1
"they're on the rainy side,",1
we're on the snowy side,1
"and, um, we, we ski.",0
"My, my children all ski",0
"Oh, super.",0
"and we've, we have been to Whistler in Canada, which is just a marvelous place,",0
"Whistler and Black Home is in Canada,",0
"and then we've gone to Sun Valley several times,",0
"that's a, just a great place. But no not in Colorado",0
"since I was in college, since I went to school,",0
What about Utah?,0
"Haven't been there,",0
"I keep hearing these marvelous things about Deer Valley and,",0
"Yeah,",0
haven't either.,0
"um, to don't, Adam, talking to um City,",0
Always want to go to Canada Canada to Banff or somewhere like that,0
"Ooh, yes.",0
And your kids all ski?,0
"Uh, not all of them",0
Uh-huh.,0
"My, my kids are all grown.",0
Uh-huh.,0
But my youngest son is a skier.,0
"Really,",0
that's great.,0
"Well, my boys are at the point where they scare their mommy to death.",0
Uh-huh.,0
"When they're skiing they're fearless,",0
"and they go off,",0
"So, Beverly, what do you think about drug testing?",0
"I think in some professions it's, uh, essential. Things like pilots and things that involve the safety of other people particularly.",0
Yeah.,0
"We've, we got a lot of mistakes here, uh, in the Maryland, Baltimore area because of, uh, train conductors uh, on drugs.",0
Uh-huh.,0
"I think we've had two terrible accidents here recently,",0
"and also on, um, just like, I bet you within five days a truck where the, uh, a dump truck, where the driver was, uh, high on marijuana,",0
"I guess he smoked marijuana for lunch and, uh, drove his truck up the back of two small cars in a tunnel that goes underneath the, uh, a river that leads into the Chesapeake Bay",0
"Oh, my goodness,",0
"and it would,",0
"that would, tied up traffic for a long time,",0
"everybody died,",0
"the fire was terrible,",0
it was awful.,0
"So, yeah,",0
"I think you're right,",0
"I, I think I, if it's, if you're in a field,",0
"but then you know, who would test all truck drivers you know,",0
"They,",0
"that's, that is a problem",0
and every time before they get into a vehicle I mean.,0
"Right,",0
yeah,0
"I think, I think, looking at athletes being drug tested",0
Uh-huh.,0
"I don't know,",0
"even, I think the random drug testing, I don't know in my own mind if it has reduced the athletes from taking drugs, because they're still being caught",0
Right.,0
that make sense?,0
"Yes,",0
"uh, it may make a difference for some of them because they don't want to lose that lucrative, uh career.",0
"Yeah,",0
"and then, uh, I think,",0
Yeah.,0
"I, I, I think, in the long run I think it's, it would be good.",0
Uh-huh.,0
"I think in the short run they think because so many of those tested have gotten away with it you know, the, the test hasn't come down hard on anyone",0
Right.,0
Uh-huh,0
"I don't, I don't know.",0
"however, here in Dallas uh, we had a, a player, Roy Tarpley on the Mavericks team",0
Yeah.,0
Uh-huh.,0
"and he had been suspended a couple of times because of drug testing,",0
"and was to the point, he was on probation,",0
"he was to the point that if he was caught another time that he would lose his contract,",0
"and they wouldn't have to pay him,",0
"and the Mavericks wanted to get rid of him,",0
but they couldn't afford to replace him and still pay his contract,0
Right.,0
"and, uh, just recently he was, uh, missing from practice",0
"and whenever he missed like that, usually he had some kind of problem",0
"and so a mandatory drug test was done was positive,",0
Uh-huh.,0
"Yeah,",0
so they were able to get rid of him and not have to pay his contract.,0
Get rid of him.,0
"Right,",0
yeah.,0
"And so, in his case, he lost his whole career,",0
"he's been in the paper, in jail,",0
and it's just been awful,0
Yeah.,0
"and talk about a terrible role model,",0
"Right,",0
"I, I think, that, that, that's a terrible you know,",0
"it's really funny though, um,",0
"I guess, my dad was hit by a, a drunk driver who was also high um, when I was probably eighteen, my senior year in high school",0
Um.,0
"Oh, my goodness.",0
"and, um, though he's alive today and everything worked out fine, it, it, it happened about two blocks from the high school",0
"and a friend came and got me,",0
"and I was there,",0
"and I could smell the dope,",0
and I could see the beer cans from the guy that hit him,0
Uh-huh.,0
"and nothing ever happened,",0
"and from from that point on, I became so anti drunk driving now I think people should be allowed to drink, I think that's an adult responsibility, whatever,",0
"Oh, that's terrible.",0
Uh-huh.,0
"but I really, uh,",0
"I'm so anti drunk driving,",1
"and, and drugs have, uh, long lasting effects",1
Uh-huh.,1
"and I guess when I younger I was, um, probably a little more liberal on the subject.",1
I think most of us are.,1
"Yeah,",1
"but as I've, as soon as that happened,",1
"I guess when I was eighteen years old, if you'd have asked me, I'd have thought it was fine",1
Uh-huh.,1
but by the time I was nineteen my opinion had totally changed.,1
"Yes,",1
"if you know someone,",0
"for example we have, uh, some friends whose son was driving home from work, was hit head on by a drunk driver",0
Uh-huh.,0
"the drunk and his wife in the car were killed,",0
"and, uh, Bobby missed his whole junior year of high school",0
Right.,0
he went through surgery after surgery,0
Um. Traction and all that terrible stuff.,0
and for a long time they didn't even know whether he'd be normal again.,0
"And he,",0
"as far as his athletics, he's lost all of that.",0
Right.,0
"He, uh, has been tutored,",0
"and he'll catch up in school and everything,",0
"but, he's still not back where he was.",0
"Right,",0
"yeah,",0
"I don't think somebody,",0
He may never have  all those motor skills back.,0
"Yeah,",0
"you don't, you don't, you don't have the right to interfere in somebody else's life.",0
No.,0
"I can't even say, you know, I wouldn't even say ruin somebody's life.",0
You don't have the right to interfere in somebody's life.,0
"Another thing that we saw here recently. One of, some of our high school kids were out goofing around in a park area that a, a train track ran through",0
Uh-huh.,0
and one boy who had been drinking decided for some stupid reason to try to play with the train.,0
"Well, he, the train missed him,",0
"but, uh, a big mirror type thing sticking out, like a metal thing sticking out, hit him in the head",0
Yeah.,0
"he was in a coma for four months,",0
Uh-huh.,0
"he's out of the coma now,",0
"and eventually they think he will come back,",0
"but you don't know that,",0
and,0
Right.,0
"but he's lost,",0
"he was an outstanding football player,",0
Okay.,0
Yes.,0
"Uh, well, right now we have one dog inside.",0
Uh-huh.,0
She goes out,0
but I mean she's an indoor dog.,0
Yes.,0
And two outside cats.,0
"Oh, gosh.",0
Male and female.,0
And how long have you had them?,0
The,0
"the dog is probably about, about thirteen, fourteen years old.",0
"And the cats are, they might be as old.",0
I'm not sure,0
Yeah.,0
"Well, that's interesting because we have a",0
we don't have cats,0
"but we do have a dog, who is an indoor dog,",0
Uh-huh.,0
Uh-huh.,0
and she is going to be thirteen this summer,0
"so,",0
"Oh, is that right?",0
What kind of dog do you have?,1
"Um, she's, um, a mix of Cockapoo, Cocker Spaniel and Poodle.",1
"Oh, that's what ours is",1
Is that right?,1
Yes.,1
Isn't that interesting,1
What color is your dog?,1
White.,1
"Oh, well, ours is black,",1
so,1
"Oh, uh-huh.",1
definitely different,1
I'll be darned.,1
"Yes,",1
she's a female,1
"and she's, um, been, she's been a really, a really good companion for me.",1
"Um, she's like a little shadow, you know, kind of, follows me around all the time,",1
Uh-huh.,1
Oh.,1
Yeah.,1
"and, and, um, she's slowing down considerably.",1
She doesn't hear very well,1
"and,",1
Uh-huh.,1
she doesn't see very well,1
"but she's,",1
"Well, that's to be expected at, their age.",1
"Yeah,",1
"at this age, I guess so.",1
Yeah.,1
"But, um, she's been a good dog to have,",1
"and I don't know,",1
"once she's gone, I'm not sure if I'll get another animal or not",1
"Well, everybody always says no more",1
"Yeah,",1
yeah.,1
"But I, I think animals are really important in the family.",1
"I,",1
"I agree,",1
yes.,1
"Um, did you get yours as a pet for your",0
do you have children?,2
"Uh, yeah,",2
"we, have five.",2
Uh-huh.,2
Uh-huh.,2
"Oh. Well, I was wondering if you got your dog originally as a pet for them or just because you'd had dogs before",0
"or,",0
"Well, we have had, we had had, a, a dog before.",1
She was fifteen when she died.,1
My goodness.,1
"And, uh, this one, we bought by accident,",1
Uh.,1
"a farmer called us and wanted us to call the animal shelter to or the dog catcher or somebody to come and get this puppy that, somebody,",1
Uh-huh.,1
"people drop things like that off, up there,",1
Yeah.,1
Uh-huh.,1
"and I said, ""Gee, she sounds like a cute little dog.""",1
"I told the kids, ""Let's go look at her""",1
"Oh, yeah.",1
Go get her.,1
"So that's how we got her, quite by accident.",1
"Isn't that,",0
Yes.,0
So that often happens that way.,1
"Well, we had, um, intentionally, um, planned to get a dog.",1
"We had just moved into this house and, um, decided to wait about a year and then went, then we went out then, and found one,",1
Uh-huh.,1
"she was in the litter,",1
"Uh-huh,",1
uh-huh.,1
"and, um, she was so cute because all the other little puppies in that litter were just crazy.",1
"I mean, they were all over the place,",1
"and she was real docile and, came over and just kind of sat next to us,",1
Oh.,1
"and I thought, that's the dog for me",1
Oh.,1
She picked us,1
"Yeah,",1
"so she,",1
"and it,",1
"what was funny was that, um, our daughter must have been,",2
"let's see,",2
"she must have been about eight at the time, I guess,",2
Uh-huh.,2
"and, um, she just loved this little dog, to pieces",2
Oh.,2
but I think she loved her too much because the dog has never been real comfortable with her.,2
"I think, she was always a little bit leery of her.",2
Oh.,2
Uh-huh.,2
"Our son, on the other hand, who was about eleven at the time, was, um, not very interested in pets,",2
"but as it turned out, he and this dog have gotten to be really good pals.",2
"Oh, for heaven's sake.",2
So you just never know how that works out,2
No.,0
"But they say it's real important for children to have pets because, uh, well, they can go and talk to them any time,",2
"Uh-huh,",2
yes.,2
they want to and tell them anything they want to,2
"and, nobody is going to, you know, reprimand them or, know their secrets",2
Yeah.,2
That's right.,2
or,2
"That,",2
"yes,",2
"they're very, unjudgmental",2
Yeah.,2
Yes,2
"Oh, dear",2
"And the nursing homes now, they're finding that it's real important to take a pet into a nursing home.",2
"Yes,",2
"I have been, I have been reading and seeing about that on television.",2
Uh-huh.,2
"Uh-huh,",2
"and how,",2
"Our one, our one nursing home in has one.",2
Uh-huh.,2
Permanent,2
Is that right?,2
"He, he kind of has free run of the place, and there is or somebody takes care of him.",2
Isn't that amazing?,2
"But he goes out people,",2
"and real nice dog, uh,",2
"and, uh,",2
"Uh-huh,",2
yes.,2
"It's funny how, um, how pets can kind of, um, oh, take on a certain status in certain areas.",2
Uh-huh.,2
"I mean, um, that made me think of, uh, when our daughter was looking at colleges, we visited a campus in, um, Saint Louis",2
"and, um, there were several dogs on the campus",2
Uh-huh.,2
"and, and, the,",2
"Oh, really?",2
"what was interesting about it was that they were very friendly,",2
but they didn't appear to belong to anyone.,2
"And, um, I'm sure someone, you know, fed them.",2
Oh.,2
"They were healthy, looking dogs.",2
Yeah.,2
"But, um, our guide that day said that the , one woman many, many years ago had given a huge sum of money to, to the university, on the condition that there be, um, dogs just kind of left to roam around the campus. Which is the strangest thing I had ever heard",2
Is that right?,2
Yeah,2
"because most campuses don't allow pets, you know,",2
I know.,2
they just do not allow them.,2
"Yes,",2
I know.,2
"That's, that's kind of great.",2
"Yes,",2
it really was.,2
"It was just a nice touch,",2
Yeah.,2
and it kind of made it seem more homey too,2
"Yes,",2
yeah.,2
"But, um,",2
I thought that was most unique.,2
"And it just, you know, kind of goes along with what you were saying, about the dog having sort of free run of the, the nursing home.",2
Uh-huh.,2
Uh-huh.,2
"So, um, but, uh, I,",0
"this is the only pet we've had you know,",1
Um.,1
"in all our years of marriage, um,",1
"and it's been, uh, sort of a, a change for my husband because as a, a, a boy growing up, his father had dogs",1
"but they were always hunting dogs,",1
"Oh, uh-huh.",1
"and so they were never allowed in the house, you know,",1
"Uh-huh,",1
uh-huh.,1
"they were always kind of,",1
"Yeah,",1
we've ruined them,1
"Yeah,",1
right.,1
That's what he said.,1
They say ruined them,1
Yes.,1
So having a pet was a little bit different for him.,1
"Well, we've had a lot of different pets.",1
"We had, the kids had rabbits for pets,",1
Uh-huh.,1
"and we also raised them for food, at one time.",1
"Yeah,",1
"Oh, yes.",1
And we've had it . We've had a skunk for a pet. For more years than I want to think about,1
"Oh, my golly.",1
She was in the house,1
"Oh, gosh.",1
Isn't that interesting?,1
I don't think I've ever talked to anyone who's actually had a skunk for a pet.,1
"Well, don't ever get one for a pet.",1
Oh.,1
"They're okay,",1
"but like she, uh,",1
they don't ever learn their name.,1
Oh.,1
"Uh, you can't, you could never call her and she would come to you,",1
Yeah.,1
you had to go chase her down.,1
I'll be darned.,1
How interesting.,1
"And, uh, their eyesight, they can't see very far either.",1
"But,",1
Uh-huh.,1
"I guess I've heard that, uh-huh.",1
"They,",1
"before we got her, everybody said, ""Oh, they're just like a cat,"" you know.",1
Uh-huh.,1
"And, uh, they're not",1
"I mean, they use the litter box.",1
That's about it .,1
Isn't that interesting?,1
"That's, that's really something.",1
"Um, how long did you have that?",1
"Oh, my, how, how long?",1
Probably seven or eight years.,1
Goodness sake.,1
"And finally, my children are the ones who said, ""Mom, you've put up with that skunk long enough,""",1
"so, we moved her to the basement,",1
"and I don't think she was there a week till the men moved her, built her a pen outside",1
"Oh, my gosh.",1
Isn't that funny?,1
"And I thought, I put up with that all those years",1
"Yes,",1
and this is what it took finally,1
"And, we've had, we've had cats, stay in the house. Different times.",0
"That is,",0
Uh-huh.,0
Yeah.,0
Uh-huh.,0
Right.,0
"Uh, one of them ran off.",2
"She ran off once,",2
"or he, I guess it was a male, he ran off twice,",2
and the second time he never came back.,2
My goodness.,2
"And we would see him, uh, several miles from our house,",2
Uh-huh.,2
he kind of moved into a woods down there.,2
I'll be.,2
And he got huge down there.,2
My goodness.,2
He really grew,2
"but he, he never came back.",2
That's That's interesting.,2
"I, I wouldn't picture a Siamese as being an outdoor cat.",2
"Well, he wasn't a whole lot.",2
Uh-huh.,2
"He was in the house most the time,",2
Yeah.,2
"but, uh, he did go out sometimes",2
"and, uh, they",0
it makes a much nicer cat if they're outside.,2
Is that right?,2
Yeah.,2
"The, the cats,",2
"my son has a cat,",2
"and the vet had told us they get strange, if they're kept in the house all the time.",2
Uh-huh.,2
"And their cat was not a friendly cat,",2
"it was, it was not a good,",2
Well.,2
"I don't know,",2
"it got,",2
"it was just, did get strange",2
"Yeah,",2
so that that was right.,2
"And since they've moved to where they are, they let the cat out.",2
Uh-huh.,2
And it has improved the personality.,2
Start.,0
What kind of recycling programs do you have in Rowlett?,0
"Um,",0
